-0.391324;0.486389;0.411679;-0.471587;0.296777;-0.253197;0.298944;-0.0666066;-0.335261;-0.455443;0.249199;-0.0945616;-0.280328;0.148213;0.0882748;-0.427061;-0.241417;0.120045;0.268395;-0.33816;-0.14388;-0.021073;-0.495117;-0.28985;-0.154073;0.380612;-0.139607;-0.0593127;0.327754;0.221732;0.0573901;0.448119;-0.269158;-0.425779;0.300714;-0.143208;-0.034257;-0.144337;0.390805;0.105762;-0.305445;0.142445;0.409452;-0.483612;-0.247703;0.031724;-0.24102;-0.19985;-0.250633;-0.041551
-0.163686;0.16155;0.387143;0.373745;0.122669;0.15331;-0.482421;-0.309412;-0.0289468;0.439695;0.478576;0.40405;-0.128224;0.124195;-0.264672;0.29049;0.478271;-0.201865;0.360317;0.0943175;0.173269;-0.0340434;0.381649;-0.393674;0.457884;0.00383007;-0.467406;-0.458586;-0.0563219;0.307794;0.432188;0.121235;0.230003;-0.212516;-0.271203;-0.231925;0.446898;0.361995;0.238243;-0.183493;-0.254601;-0.386471;-0.393368;-0.351314;-0.483337;0.256127;-0.46942;0.159871;-0.379635;-0.425657
0.0647145;-0.039903;0.404477;0.489807;0.0485397;0.218772;-0.202933;0.409909;0.183859;-0.442534;0.251946;-0.483093;-0.206442;-0.101337;-0.171407;-0.347743;-0.206442;-0.325068;0.18865;0.452727;-0.0914792;0.306391;-0.210837;-0.104816;-0.336604;0.351466;0.0547655;-0.094409;0.181326;0.238243;-0.190695;0.18862;0.319452;-0.0184179;-0.251335;-0.0656911;0.173971;-0.206595;0.235923;-0.441893;0.485565;-0.00877407;0.199637;0.130024;-0.0236366;0.112262;0.417508;-0.350398;0.149953;-0.361507
-0.0345622;-0.17684;-0.41467;0.239555;0.114338;0.498718;0.256523;-0.0606555;0.455107;0.415708;-0.0915403;0.112751;-0.46643;0.425352;0.0212256;-0.281426;-0.223533;-0.162099;0.392972;-0.324732;-0.0105441;0.0532701;-0.126484;-0.214682;0.208914;0.130665;0.279656;0.114826;0.188375;0.454649;0.0228431;0.234184;0.300928;0.152303;0.481841;0.226676;0.139088;0.419462;-0.350154;-0.129383;-0.407102;0.410642;0.0891903;-0.0981628;-0.312006;-0.1498;-0.277001;-0.237907;-0.0353557;0.020127
0.496765;-0.259453;-0.320978;0.281274;0.439817;-0.0863521;-0.391903;-0.216208;0.158712;-0.209647;-0.260949;-0.47644;0.293359;0.0686514;-0.374966;0.400327;-0.0326701;0.409513;-0.312098;0.43405;-0.236351;-0.36523;0.249657;-0.204031;0.257012;0.255181;-0.426481;-0.189871;-0.365963;-0.265465;-0.303766;-0.41821;0.43292;0.396756;0.33227;0.409421;-0.0673086;0.381314;-0.36816;-0.364467;0.22515;-0.44583;0.0737785;0.0940428;0.49884;-0.220084;0.27398;-0.191336;-0.432463;0.461211
-0.0084994;0.10033;0.174276;-0.24749;0.113117;-0.241539;0.10155;0.353633;-0.102466;0.433317;-0.380154;0.289422;0.260582;-0.0949889;0.305139;-0.417447;0.382962;0.386135;-0.243278;0.224693;0.421049;-0.486724;0.246788;0.352809;-0.397122;0.184774;-0.167135;0.0370952;0.490143;-0.0999329;-0.0356914;-0.413907;-0.313196;-0.242576;0.114399;-0.224082;-0.222739;-0.233879;0.46881;-0.0906552;-0.226554;-0.370876;0.202109;0.11153;-0.146779;-0.346919;0.37347;-0.232047;-0.328822;-0.0587939
-0.0273293;-0.488617;0.022721;-0.474334;0.147694;-0.335994;0.143086;-0.404141;0.145314;-0.459319;0.422208;0.478484;-0.00422681;-0.480193;-0.182943;-0.474273;0.472961;0.288202;-0.257622;-0.431791;0.360958;0.165822;-0.278893;0.0883053;-0.441252;-0.0829951;-0.424039;-0.229362;0.0541551;-0.0458541;0.443358;-0.414396;0.297601;0.340358;0.390378;0.0626087;0.00819422;0.496887;-0.0827815;-0.0913877;-0.0577258;0.0223548;0.125141;-0.370937;-0.343684;-0.470855;-0.168264;0.306818;-0.204917;-0.0961791
0.414945;0.195273;-0.0635853;-0.102405;-0.333491;0.282769;-0.47589;0.453093;0.436918;0.483459;-0.0802789;-0.32638;0.351955;-0.388424;0.104785;-0.158376;0.383511;-0.204794;0.0648366;0.391629;-0.445555;0.485565;0.386135;0.245018;-0.439909;-0.28164;0.0966063;0.412229;-0.41348;-0.216483;0.28222;0.268609;0.107654;-0.0409711;-0.490081;0.410703;-0.0580615;0.465636;-0.411405;0.498413;0.350276;0.298608;-0.30108;-0.00987274;0.455931;0.0925779;0.423795;0.176656;-0.231956;-0.324122
-0.289514;0.419828;0.090228;0.470458;0.295465;0.002884;-0.405454;0.394009;-0.376553;0.498383;0.34341;0.420042;-0.207999;0.0595264;0.0395367;0.452544;-0.447539;-0.457823;0.285943;-0.328669;-0.101001;-0.137318;0.136677;0.00444044;0.276757;0.498627;0.220267;-0.116626;-0.0596179;-0.462004;0.216117;-0.0617237;0.494201;0.184225;-0.0338603;-0.2116;0.145131;0.121418;0.00212104;-0.415067;-0.299951;-0.351802;-0.229423;0.461638;-0.161611;-0.015183;0.335871;-0.44998;-0.308832;-0.339503
-0.156758;-0.284387;0.258232;0.387112;-0.477081;-0.329432;-0.305536;0.325251;-0.483642;-0.380062;-0.0033723;0.149617;0.306085;0.0972777;0.121265;-0.181112;0.0301065;0.145711;0.0662099;0.457274;0.462798;-0.498566;-0.0541856;0.253563;-0.0574816;-0.0650197;-0.408475;-0.215995;0.0280923;0.407071;-0.290521;-0.334681;0.164907;0.195334;0.125538;-0.0561083;0.142079;-0.352229;0.149617;0.127583;-0.378201;-0.28048;-0.409238;0.266594;-0.477508;-0.0509812;0.453276;-0.0109104;-0.463744;0.0299234
-0.15392;-0.101611;-0.437284;-0.365108;0.136311;0.237541;0.33993;-0.352107;-0.12215;0.227866;0.0540025;0.460387;-0.452849;-0.0124363;0.208213;0.488708;-0.383633;0.436644;-0.466643;-0.431822;-0.00407422;0.0942869;0.22045;0.380642;0.377407;0.175283;0.25634;-0.429075;-0.491943;-0.108631;0.14507;-0.290216;-0.0716422;0.363979;-0.205679;-0.241935;0.203421;0.0544603;-0.150227;0.189566;0.180013;0.118305;0.25753;0.428037;0.300134;-0.410672;0.336665;-0.244896;-0.497467;-0.19985
0.142476;0.345119;-0.256584;-0.0546739;0.40231;-0.417081;-0.332728;0.19335;-0.195334;0.321619;0.459716;0.253502;-0.0768914;0.235405;0.4129;-0.195547;-0.443693;-0.0751213;0.235343;-0.310053;-0.234733;-0.0697195;-0.363124;0.28869;0.388974;0.309229;0.220542;-0.035905;0.320032;-0.0647755;0.211966;0.000534074;0.3211;0.173086;0.0583361;-0.0680105;-0.336238;0.0874508;0.427488;-0.330378;0.370846;-0.159047;-0.361507;0.334529;0.343318;0.438047;0.0557726;0.201529;0.153615;0.470519
0.476409;-0.339167;-0.214133;0.0216529;0.0436872;-0.396573;0.104816;0.384548;-0.283135;0.136464;0.334376;-0.248985;-0.171133;0.0350505;0.327357;-0.472015;-0.236778;-0.16335;-0.0925474;0.43643;0.281243;-0.0157018;0.0645009;0.0501572;-0.468963;-0.0752739;0.284845;-0.0697501;0.269341;-0.431883;-0.202597;0.0114597;0.327265;0.015244;0.0173193;0.396603;-0.148183;-0.0416425;-0.0322428;0.21569;0.353847;-0.337642;-0.0381024;-0.294366;0.0937681;-0.0677053;0.325556;0.166921;-0.163198;-0.0268715
