-0.464904;-0.3605;-0.419431;-0.140675;-0.376919;0.314631;0.443388;0.491668;0.409909;-0.134205;0.166402;-0.141224;-0.298273;-0.195425;-0.0753044;-0.192709;0.344234;-0.0615406;-0.237022;0.301141;-0.348964;0.209494;-0.294794;0.218131;-0.360317;0.112842;0.12389;0.367183;-0.395505;0.101642;0.150166;0.382473;0.0594653;-0.115406;0.406583;-0.349178;-0.419095;0.0222022;-0.156972;-0.0714591;-0.417844;-0.271905;-0.042375;-0.196158;-0.449095;0.281945;0.183462;-0.338527;-0.21923;-0.0404523;-0.277184;0.305261;0.128315;-0.112873;-0.390255;-0.104724;-0.173482;-0.27459;0.282434;0.3558;-0.113514;-0.409757;0.446562;-0.0900754;0.117817;0.115619;-0.488891;-0.102374;0.299829;0.0657216;0.377499;-0.466735;-0.46588;0.401852;-0.136586;-0.241264;0.310175;0.210776;-0.457091;-0.151631;0.314966;0.400784;0.283654;-0.0775018;-0.481903;-0.42877;0.262505;0.0251015;-0.436369;-0.0374615;-0.258812;-0.0777764;-0.000473037;-0.107776;0.382809;0.27752;0.3764;-0.416257;0.390591;0.360714
-0.253166;-0.205985;0.250145;-0.0542161;-0.403958;0.146016;0.356685;-0.445311;-0.264428;-0.427244;0.308008;-0.296869;0.191092;-0.22103;0.144887;0.304498;-0.384365;0.126301;0.319941;-0.111957;0.259514;-0.151173;-0.323786;-0.211631;0.0278787;0.00492874;0.217002;-0.0388958;-0.34225;0.0715201;-0.0524766;-0.417692;-0.454741;-0.412748;-0.429441;0.0871456;0.25454;-0.249107;0.316584;-0.1957;0.239494;0.380856;-0.310114;-0.157704;-0.190176;0.142232;0.41229;0.38406;-0.127674;0.448057;0.344844;0.0459456;0.47882;-0.0597705;-0.330195;0.457427;-0.287988;-0.0430769;0.113453;-0.28225;-0.0593738;-0.10741;0.490844;-0.114093;-0.0253761;-0.143208;0.354671;0.15981;0.152394;-0.461943;0.028489;-0.0986206;-0.109455;-0.320826;-0.193991;0.163533;-0.271935;0.0698721;-0.402249;-0.124653;0.39584;0.463561;-0.193838;0.341762;-0.0575121;0.323908;-0.289544;0.213767;0.448698;-0.192007;0.142659;-0.414212;0.360042;-0.10802;-0.264458;0.376247;-0.0292825;0.0452742;-0.475463;-0.352626
0.0886715;0.360317;0.184072;0.0209204;0.413572;-0.456755;-0.319971;-0.154225;-0.34106;-0.327479;-0.380459;0.273736;-0.0499435;0.13097;0.0791803;-0.100208;-0.472259;-0.381802;0.192984;0.123096;0.290826;-0.350764;0.281487;-0.115192;0.207205;0.445891;-0.196982;-0.0606861;0.125599;-0.37344;-0.0914182;0.314753;0.0187536;-0.398404;-0.118763;0.119282;0.189657;0.0797601;0.241935;0.349269;0.471862;-0.407956;-0.197897;-0.144215;-0.0448469;0.439909;0.445402;0.125568;0.268029;-0.0271767;-0.0816523;0.0323344;-0.0522935;-0.397031;0.412961;0.215629;-0.0702994;0.461791;0.220878;0.242332;-0.312464;0.105792;0.241386;0.20809;0.0541551;0.177297;-0.375881;-0.0660573;0.256157;0.426603;0.327815;0.415433;0.192373;0.00151067;-0.123829;-0.320612;0.487579;0.411039;0.0925169;-0.294214;0.353023;0.0686819;0.0938597;-0.430357;-0.215232;-0.177267;0.326411;0.460326;0.131245;0.378414;-0.077105;-0.266198;-0.438902;0.019303;0.163839;-0.345241;0.462737;-0.466124;0.323145;-0.0162206
0.306726;-0.247032;-0.319819;0.0669729;0.00245674;-0.394742;-0.0213172;-0.416318;0.279962;0.0963622;0.114551;-0.391446;0.128681;0.117939;0.333033;0.14449;-0.176229;0.493347;-0.282678;-0.217795;-0.428159;0.1657;0.249199;-0.356532;0.307062;-0.0652028;0.223014;0.263451;-0.331477;-0.350856;0.294946;-0.431242;-0.308863;0.259331;-0.052324;-0.392148;0.240196;-0.36111;-0.347133;0.188986;-0.278771;-0.420835;-0.488281;0.0831172;0.0972167;-0.136036;-0.344356;-0.0525071;-0.257347;-0.169149;0.187643;-0.374111;0.167806;0.324915;-0.0538804;-0.0176855;0.142445;0.451079;-0.127644;-0.0760063;0.251885;0.0321207;0.262413;-0.229728;0.415616;0.177358;-0.314753;-0.376705;0.39996;-0.130726;-0.151814;-0.103107;-0.143422;-0.026017;0.190603;-0.340052;-0.0829646;-0.418546;0.487762;-0.0493637;-0.124287;0.0826289;0.245293;-0.2828;-0.00840785;-0.11153;0.16625;-0.457488;-0.0594348;0.198325;0.471435;-0.192434;-0.0506149;-0.27691;0.354701;0.450835;0.142384;-0.230003;0.354091;-0.0202185
0.132435;-0.405515;-0.0796686;-0.109699;0.387387;0.426511;-0.0361492;0.150868;0.402921;0.0763115;-0.338435;-0.0929746;0.21337;-0.472839;0.304651;0.0632191;0.271996;0.420164;0.468413;-0.102344;0.230979;-0.16213;0.286126;0.366573;-0.346187;0.293634;0.107227;0.254204;0.190085;0.331446;0.321589;-0.175069;0.244499;-0.356136;-0.36874;0.133351;-0.328669;0.113727;-0.449492;-0.351161;-0.474303;-0.314325;0.415708;0.351131;0.402402;0.474364;-0.313776;-0.0477157;0.393979;0.0148778;-0.182333;0.402432;0.199454;0.0623646;0.488556;0.33462;0.414304;-0.153554;0.461608;-0.394559;-0.466399;0.187094;-0.138539;-0.412259;-0.300775;0.378018;0.149251;0.371334;-0.277673;0.24398;-0.424192;-0.471801;0.412687;0.278008;0.394864;-0.401395;-0.254295;0.265221;-0.383145;-0.0460677;-0.101184;0.298914;-0.414579;0.192801;-0.312006;-0.404324;0.157064;-0.2734;0.436125;0.0156407;-0.234214;-0.289117;-0.195944;-0.30633;0.153645;-0.0215308;-0.383938;-0.311213;0.0486923;0.130909
0.210562;0.0566576;-0.42877;0.444426;0.347255;0.252892;-0.34991;-0.253624;0.202597;0.272057;0.229637;-0.0809503;0.484069;0.429685;-0.450774;0.186026;0.194998;0.192984;0.27633;-0.161306;0.0808588;-0.0335551;-0.226127;-0.441954;0.288751;0.239158;0.284295;-0.0115207;0.270653;-0.000747703;0.310327;-0.280114;0.462401;-0.177389;-0.0254677;0.334254;-0.230918;-0.458739;-0.361354;-0.327357;0.388485;-0.101581;-0.436216;-0.0203406;0.00343333;0.0959349;-0.107044;0.0805841;-0.125111;-0.359432;-0.262841;0.248314;-0.133686;0.395444;-0.353694;-0.0842463;-0.0687124;0.242668;0.245872;-0.109455;0.0948363;0.263817;0.321131;0.22747;0.46057;-0.156209;0.129719;0.415738;0.274224;-0.394711;0.224113;0.0368206;-0.424863;-0.420835;-0.435087;-0.450865;0.466979;-0.48236;0.206626;0.356258;-0.461486;-0.243889;0.336756;-0.185995;0.466643;-0.469665;-0.0502792;0.33404;0.331568;0.154683;-0.0629749;0.238609;-0.323267;-0.0319987;-0.125752;-0.476073;-0.156087;0.453459;0.287011;0.188162
-0.38525;0.438383;-0.323817;0.279534;-0.309473;-0.219626;0.0848567;0.322077;0.0408795;0.446043;0.486663;0.273949;-0.347102;0.388546;-0.221641;-0.324244;-0.287957;0.130299;-0.343013;0.144215;-0.254387;0.456908;0.162709;-0.132191;-0.239189;0.128681;0.169271;0.260949;-0.0923338;0.0160985;-0.397122;0.432005;-0.300806;-0.434812;-0.329035;-0.377255;0.318903;-0.000686666;-0.118397;0.274224;0.0477157;0.163564;0.135548;-0.124073;0.341395;0.417905;-0.328303;0.254662;-0.410825;0.485473;0.147328;0.4588;0.0858943;-0.337794;-0.365902;-0.105304;0.247642;0.29397;-0.188223;-0.128712;-0.396786;-0.0724967;0.140156;0.209067;-0.407773;0.0416425;0.290704;0.0696585;-0.29931;-0.235435;-0.38052;-0.337275;-0.0337687;0.483947;-0.0377972;-0.0142979;0.38345;-0.244438;-0.467376;0.253136;0.240867;0.417447;0.206076;0.17159;-0.0790887;0.314844;-0.0313578;-0.283074;0.194113;-0.456847;-0.186178;-0.430845;-0.46176;-0.385372;-0.132252;-0.137684;-0.485199;0.454863;0.0238807;0.40466
-0.267327;-0.364071;-0.13094;0.0259255;0.431455;-0.247856;0.181692;0.208029;0.214896;0.344234;-0.216788;-0.345241;-0.0338908;0.279015;0.0248878;-0.0423139;0.475585;-0.00978118;-0.310022;0.0134739;-0.186636;0.486969;-0.40643;0.34991;-0.0233314;-0.464232;-0.339076;0.0160985;-0.155904;-0.0767388;-0.234703;0.193411;-0.0322123;0.20452;0.107166;0.18337;0.234611;-0.155599;0.415342;-0.0711844;-0.0722221;0.157704;-0.248131;-0.275475;0.220328;-0.0458235;0.201712;0.273339;-0.369045;0.295068;0.22808;-0.255486;0.474792;0.267083;-0.0244606;-0.00990326;-0.161397;0.18041;0.301233;-0.424131;0.113575;0.0965453;-0.183981;-0.217154;-0.384701;0.0925779;-0.283197;0.235893;0.323237;0.168203;-0.309259;0.315394;0.270409;0.201193;-0.326807;0.00852992;-0.385006;-0.141743;-0.259362;0.356136;-0.0755486;-0.13274;-0.0808893;0.15154;-0.295984;-0.443327;0.19039;0.0476241;-0.299493;0.0692923;0.476348;-0.271569;0.0129246;0.155568;-0.116718;0.301172;-0.459349;-0.0462813;-0.0126499;-0.434446
-0.198965;-0.337764;0.441771;0.316187;-0.352718;-0.489044;-0.311914;0.334162;-0.081988;-0.062212;0.0521104;0.224845;-0.450377;0.376064;0.00550859;-0.24279;0.182943;-0.439879;-0.124928;-0.138386;-0.204947;-0.245598;-0.219749;-0.0582446;0.388119;-0.187521;0.0806452;-0.34225;0.265618;0.472777;0.114307;-0.164266;-0.0719169;-0.203513;-0.491577;-0.339106;0.119221;0.154744;-0.156362;-0.189993;0.0534227;-0.329524;-0.0472274;-0.320521;0.356349;-0.478179;-0.36404;0.365535;-0.250328;0.0130161;0.0728324;-0.44763;0.0111545;-0.18096;-0.286767;-0.0348369;0.241325;0.310785;-0.072161;-0.456664;-0.0318766;0.365749;0.199484;-0.00901822;0.120624;-0.427854;0.137135;-0.139393;0.403287;0.231376;0.0932188;-0.17394;0.10152;0.0654775;-0.334498;0.301447;-0.149312;0.0363323;-0.134602;0.0616626;0.398648;0.18215;0.233146;0.0215613;-0.106037;-0.122303;-0.318201;-0.170858;-0.269005;0.425016;0.350917;0.429807;0.482421;0.380001;0.250938;0.257164;-0.0488449;-0.478271;-0.0195471;0.207511
-0.127308;-0.129017;0.296472;0.0534227;0.298944;-0.337031;-0.180532;0.453215;0.195059;-0.31753;-0.345027;0.212088;0.280419;-0.134388;0.211692;-0.0479904;-0.355129;-0.423917;-0.00132756;-0.15453;0.171834;0.46118;-0.317896;-0.429716;0.299005;0.294061;0.183004;0.141285;0.148427;-0.29104;0.0972472;-0.224937;-0.442991;0.234916;0.219199;0.444487;0.0384381;-0.465453;0.450102;0.278588;0.208029;0.254448;-0.127857;0.464537;-0.298059;0.392819;0.27044;-0.192129;0.121601;-0.40875;-0.117145;-0.392819;0.0347758;0.256371;-0.339991;-0.000686666;-0.435453;-0.0822321;-0.183798;0.43173;-0.402524;-0.271203;-0.0474715;0.418058;0.142109;-0.484161;-0.46643;0.232902;-0.130879;0.282983;-0.00105289;-0.297388;0.364467;-0.422361;0.290613;-0.252129;0.126331;-0.375698;0.0776238;-0.165548;-0.161946;-0.368587;0.459593;-0.0114902;-0.0529649;0.179006;0.42938;-0.467559;0.08211;0.0921812;-0.122639;0.19808;0.339564;-0.292596;0.417722;-0.227592;-0.0300455;-0.0623646;-0.181997;-0.0664846
